time,uname,comment,star,title,support,sentiment_score
"
                    2021-07-25 13:54:21
                ",○Ⅴ○,你的男朋友，本来读诗集，现在翻成功学；本来玩塞尔达，现在玩消消乐；本来豆瓣骨灰级别用户，现在永久退出豆瓣，加入 996 大军并且被成功洗脑 996 赛高；而你还在读诗歌还在玩塞尔达还在刷豆瓣 —— 所以怎么可能不分手呢？穷是原罪，多少烦心事不都是生活所迫。最喜欢的一处是村花看到苏打在工作于是调低游戏音量，苏打想让她尽兴地玩、叫她调大音量，自己戴上了耳机，最后村花直接关了游戏。明明都是想照顾对方的感受，但最后两个人都不快乐。最好的爱情或许只有一个样子，就是全力满足自己的快乐，而对方恰好出现在每一条让自己快乐的路径里。要的就是那个“恰好”，不做任何刻意的努力。PS1. 苏打村花真好嗑 PS2. 片尾我都认真看完了，因为漫画真的很有爱 PS3. 即使最后要分手，谁不想拥有爱情里最美好的部分呢。,5,力荐,33630,1.0
"
                    2021-07-25 07:33:36
                ",拽拽歪歪&YY,所以说上班这件事基本可以杀死全世界99%的故事,4,推荐,26514,0.5359804257777706
"
                    2021-02-12 21:40:32
                ",雪山夜叉,靠消费主义维系的恋爱是抵抗不了资本主义秩序的。,5,力荐,29801,0.645987137040331
"
                    2021-01-31 13:08:24
                ",TOKO,文艺青年能想到的最浪漫的爱情，在初识的雨夜奔跑，文艺爱好百分百合拍，告白后在红灯前拥吻，在出租房连续做爱一周，在有大阳台的房子同居，在新年参拜捡到一只猫，然后因为长时间的消耗和平分手，在旧地缅怀过去，还会在下雨时候想起你，像极了渴望爱又不相信爱的人们的幻想。,4,推荐,23814,0.9999999999997873
"
                    2021-02-03 19:12:31
                ",4__real,“进入社会就像进浴缸泡澡。”于是真的有人在浴缸中死去。,4,推荐,23104,0.9975402303058908
"
                    2021-01-30 19:06:41
                ",库索,又名：和百分之百合拍的人说再见。,5,力荐,19088,0.46940900959977583
"
                    2021-08-26 22:34:45
                ",SJL豆瓣酱,这部电影告诉我们的可能并不是“越合拍的人越没法在一起”这种日剧截图道理。而是靠消费主义（即使是披着文艺外皮的小确幸文化）也并非对抗资本主义对爱情异化的良药。“要用你的生活来定义浪漫，不要用浪漫来填充它”，不要将任何一种刻意姿态或者内容消费倾向当作浪漫的表现，不要将合拍挂钩到一起听个小众乐队，一起看个杨德昌电影，一起读个小众作家，甚至一起穿匡威开口笑，这多可笑，这不是一种成熟的浪漫观，这恰恰是一种幼稚的，刻奇的，自恋的表现。不要把生活和责任放在浪漫的对立面，保卫周遭，保卫和正视现实生活也是一种浪漫的表现。,4,推荐,21816,0.9999999999999996
"
                    2021-07-26 09:08:58
                ",Sophie  Z,我们都快忘记的事，Google街景还记得。,4,推荐,21834,0.7592739201766191
"
                    2021-08-02 23:16:15
                ",scenel,这种合拍其实还挺肤浅的，人们可能总是高估了共同爱好的重要性。,4,推荐,16668,0.6896467012711491
"
                    2021-08-15 13:17:11
                ",#鼓鼓#,书影音没法支撑恋爱，建议豆瓣把该片挂在开屏。,4,推荐,16094,0.6232370257907839
"
                    2021-04-08 00:04:20
                ",DAWN,看完以后全场人在鼓掌，真的好好看。开始意味着结束，世界上最稳定的关系依旧是 没有关系。,5,力荐,17674,0.9997719846147322
"
                    2021-02-18 16:57:44
                ",帷野久,爱情就像耳机听歌一样，不要一左一右拿来分享，这样两个人听的是完全不一样的曲调。在爱里，应该双方分别戴好自己的耳机，只要知道此刻眼前的这个人和我在听着同一首歌，类似于这样的陪伴就够了。不要求什么，只学会接受，把每一项馈赠当作生命中的惊喜来接受，并且有能力给对方同样的馈赠和同样的惊喜，不抱任何奢望，不做丝毫强迫。总之就是“自由”而已。,4,推荐,9981,0.9999999999999782
"
                    2021-02-15 15:32:59
                ",Manatsu,始于同好共鸣的文青恋爱死于柴米油盐。（坂元裕二好懂,4,推荐,7934,0.9883653465231473
"
                    2021-07-27 11:29:21
                ",秦夕然,太痛苦了吧，我在切鸡胗，锅里还在炒生菜，听他们最后聊分手那段，苏打说要不就结婚吧！大多数人都是这么过的，为什么我们不可以？我想坂元你太残酷了。爱最后肯定是消亡的，所以更多人在消亡前结婚了，以为那还是爱，其实那变成了恩爱。我觉得这部片子不是讨论爱，是在讨论我到底想过怎么样的人生。,5,力荐,14186,0.9999999904895823
"
                    2021-02-03 16:19:42
                ",YY明明,坂元想说的大概不是豆瓣友邻的恋爱不行，而是所有的恋爱就是花束般总会凋谢，就算你俩是豆瓣友邻也不行(以及即便如此，恋爱还是像花儿一样,4,推荐,5493,0.9970433483937151
"
                    2021-07-28 18:29:21
                ",松崎海,文艺青年社会化全过程,5,力荐,9695,0.9535265373957519
"
                    2021-08-17 03:09:00
                ",太空船,现在的iPhone可以同时控制两对AirPods了,4,推荐,6552,0.4060834708061898
"
                    2021-07-23 14:38:36
                ",桃桃林林,原本也就觉得还可以，但结尾那一挥手，真是哭死了。作弊一样的桥段，太好哭了。坂元裕二这个家伙，实在是太会写这种戳人的点了。梦想与现实，恋爱与结婚，这对男女大概就是一体两面吧，从相同的点出发，却终将面临选择，走向岔口，开始各自的人生。此外，文艺青年大多孤独，想找个有共同话语的人很难，由之，才会更懂前半段这对男女发现彼此之后的激动。,5,力荐,8264,0.9999999999727089
"
                    2021-08-26 00:50:05
                ",frozenmoon,过家家般的恋爱终于陷入琐碎。低开高走，从日渐分歧开始好看起来，不再是孩子式的悬空游戏。文青最大的问题在于把音乐、电影和文学这类东西当做一种重大的自我构筑的要件，用来当作自我确认存在感和价值感的基础，但其实是很可笑的，本质上这和抽烟喝酒烫头打麻将没有区别。一种只摄入而不具备输出能力的文艺生活不值得炫耀，谁还不喜欢听歌看故事呢？所以在更庞大和坚固的生活面前，那更像顾影自怜。这电影小情小调里的困境写得真是不错，最重要的是就认可于描摹这小情小调而没有扩展宏大背景，普通人面临的无非就是这种最小单位的爱别离和求不得。,4,推荐,4193,1.0
"
                    2021-08-29 16:36:38
                ",玄辂Hyunlu,唯一的疑惑是，看习惯了名著的人是看不下去成功学的，无论自己多想暴富都是看不下去的，文青即使过得落魄也是放不下身段去看这种东西的,4,推荐,2716,0.7806093149104927
"
                    2021-07-29 10:09:47
                ",大漁,差得令人吓一大跳，两个人一致和不一致出现的点完全失控，导致所有情节既肤浅又做作还虚假,1,很差,985,0.042221253709588624
"
                    2021-08-06 22:07:07
                ",飞行员,一星给画面很美。导演编剧自以为自己是认得出押井守的那对，而他们不过就是讨论魔女宅急便的那对。,1,很差,559,0.9998459757882096
"
                    2021-05-15 01:46:29
                ",哦吧唧,在电影院看的，最喜欢餐厅的那场戏，两方都决心分手，最后一刻男主反悔的挽留，不如结婚吧，成为绝大多数的夫妇，成为爸爸和妈妈，没有爱情也没关系，我们可以成为亲人。可是撞进来的小情侣和曾经的他们这么相似，我知道我们相爱时的模样，所以才无法忍受现在的难堪。,3,还行,28514,0.9999999875837743
"
                    2021-07-25 20:29:16
                ",根,坂元和李炳宪已经算是最会写日常系爱情故事的东亚男编剧了，但都是因为太喜欢写机敏的对话，回回都感觉像在看一个人和分裂出的自己恋爱，这部片尤其如此。不过别的（男）编剧往往会写“女孩的成长步调总是快于男孩”，坂元就还是会写男孩先选择了成为大人，坂元式女主身上最突出的就是那点天真气啊。,4,推荐,2199,0.9999986792839938
"
                    2021-11-02 00:37:19
                ",09,爱具体的人 不要爱抽象的人 要爱生活 不要爱生活的意义,5,力荐,8598,0.9995163651890595
"
                    2021-07-22 22:36:50
                ",デブリ,青春，就是会因报菜名而相爱。,3,还行,10836,0.9847070886484477
"
                    2021-06-24 20:50:15
                ",gr,为主人公们对文化的共鸣之浅白而震惊,2,较差,3300,0.8556035339962346
"
                    2021-10-22 01:39:41
                ",卷,他们一直在畅聊相似的兴趣爱好时，我就隐隐觉得怪怪的：他们是真的有相似的灵魂，还是仅仅因为这个世界只为人们提供相似的消遣而使他们变得相似。看完后回想了一下，发现他们除了兴趣相同，其实并没有特别深刻的思想交流。书影音的品味倾向掩盖了其消费消遣的一面，容易让浮于表面的文艺青年产生误会，这也可能是后来他们人生观产生重大分歧的原因。总的来说很喜欢这部电影，启发我挺多：爱情中的独立，以及在资本主义社会里，你以为只有工作使人异化吗？手中的书影音游戏何尝不将我们塑造并划分成不同又相同的消费者。最后餐厅遇见的有着和他们一模一样的对话的小情侣正说明了这一点，人们所思所想所说所喜欢的，都像复制粘贴。,4,推荐,3124,0.9999999999898923
"
                    2021-08-09 02:25:04
                ",Laven,看这部的时候反而没有关注爱情，我看见的是吞噬感。这部蛮适合刚上班一两年的人来看。苏打那个角色，又让我想到非常痛苦的工作的第一年。幻灭，工作挤占了全部的精力，好不容易有了休息时间，手机却时不时地响动，而就算无人打扰也再不能集中精力去看一部电影一本书，太累了，累得只能玩玩消消乐。这就是吞噬，麦被吞噬了，顺应了，妥协了。而绢不想被吞噬，不想妥协。绢是天真的，绢的人生是理想的，因为大多数人最终依然是被吞噬。但我想要成为绢，而不是麦。所以我开始努力找回我失去的东西。,4,推荐,2846,0.9999999559402258
"
                    2021-08-01 00:16:00
                ",曾良君,我感觉男女主角不是一类人啊，男主是个狭义上的文艺青年，在于他观赏且创造自己的文艺作品，女主是个广义上的文艺青年，她是影迷+书迷+博物馆迷的混合体，按照常理，他们的品味不太会那么相似，然后我也没看懂他们为什么要分手，like我也不是很懂他们为什么要在一起，比如我看到一个和我过分相似的人，并不会心生好感，我的想法是，这人是不是个神经病，因为有些事情发生在我自己身上可以，发现在别人身上就不行了，就是这么双标，最后感觉几套房子里的室内装修都不错。,4,推荐,4297,0.9999999999961873
"
                    2021-12-27 16:33:16
                ",言笑晏晏JOJO,爱好和三观并不完全等价，而他们从未谈论过三观,4,推荐,2531,0.9578370935011107
"
                    2021-01-29 20:04:57
                ",容与行,舞台挨拶中継。二刷。还是很喜欢分手时两个人的哭戏和最后的结尾。第二遍看更明显地感到，从新潟上京、一开始就渴望着婚姻、渴望着永远在一起的男孩，和东京土生土长、对永恒爱情始终抱以悲观态度的女孩，根本上就是完全不同的两类人。热恋时的无比相似，不过是对方的伪装和自己的幻觉而已。然而这些坂元给出的细节，却淹没于导演矫情造作的演出之中。所以真的好想换一位导演把原本的三个半小时的废话重新再讲一遍。3+,4,推荐,1732,0.9999999999984504
"
                    2021-07-25 02:39:20
                ",已被删除库洛酱,两个传统豆瓣友邻谈恋爱到因为普通现实生活分手的故事,5,力荐,1843,0.9998837226233339
"
                    2021-08-25 22:34:01
                ",日出Sunrise,这部电影将成为我最喜欢的爱情片，他拍出了我想要的，也拍出了我失去的，还拍出了我恐惧的，更拍出了我坚持的。,5,力荐,5055,0.9992614971376915
"
                    2021-01-30 16:32:24
                ",SaoirSe,@新宿toho 2021年的冬天我在电影院爆哭。京王线恋爱物语，剧本无限贴近真实，每一个即将踏入或踏入社会没两年的大学生都会感同身受。男女主相遇的明大前就在我家右拐十分钟，熟悉的高井户高架桥。热衷过小众文化的年轻人们最后都会变成对肖申克的救赎高谈阔论的社会人们。。,5,力荐,3650,0.999999999872307
"
                    2021-08-01 10:04:40
                ",西西,餐厅分手那场戏太好哭了，我们看过爱情最好的模样，所以才知道不爱了是什么样子。生活里或许逃避可耻却有用，我们或许可以结婚，可以变成爸爸妈妈，拥有普通的，平凡的幸福；但不爱了，却如卡在喉咙的刺，骗不了自己。年轻时的恋爱像标签，读什么书，听什么歌，玩到一起就是真爱，兴趣爱好大过天，但对成年人来说，爱情不再只是休闲玩乐了，成长，经历，思考，责任，每一项都沉甸甸，看到最后才恍然大悟：男女主合拍的其实是标签，而不是人格和价值观。,2,较差,3155,0.9999999999999998
"
                    2021-08-05 20:09:42
                ",乔纳森,文化消费、娱乐消费的兴趣偶合，再平常不过，“文化工业”的目的之一不就是建立起这种脆弱、虚幻的共通性吗？,4,推荐,2170,0.8643742992012632
"
                    2021-08-08 12:58:49
                ",礼调葬蓝,我们总以为看同样的书 展览电影 就是契合 其实只是聊得来罢了 我们在彼此身上进行情感投射 互相提供价值 真正到互相理解 是对三观 人生态度以及持续改变的一致性 是彼此并无经历 但能互相感受 到最后 他们丧失了彼此感受的能力 ,4,推荐,1954,0.9995616731152066
"
                    2021-07-30 13:29:36
                ",盐小姐,看似百分百合拍的两人，一个完美主义，一个疏于经营，这种错节使他们渐行渐远。真的需要分手吗？有问题还是应该修复问题才是啊。说白了就是现代人自我边界感太强，遇到问题不想着解决问题，只想要解决人，但在遇到下一个人的时候问题依然存在。娟应该知道经历柴米油盐洗礼过后的感情才是现实的，麦应该知道无论何时感情如果不去灌溉就会枯萎。在将来和他人交往的日子里，和对方貌合神离的聊天的时候，就知道自己放弃了多么不应该放弃的人。我们终会和错的人在一起，放弃百分百合拍这个幻想才会得到爱情。,4,推荐,1759,0.9999999999999478
"
                    2021-04-08 00:31:16
                ",了了,这么好的感情，真的必须得分手,4,推荐,1486,0.9429672904133144
"
                    2021-10-10 11:28:29
                ",米粒,很真实，一个人如果社畜到塞尔达传说都没时间玩那他确实完球了,4,推荐,1156,0.961129006364176
"
                    2021-08-23 09:38:53
                ",谢飞导演,        又一次感受了一下“代沟”和“国沟”！两部打分极高的日本电影吸引了我：一部是《新.福音战士剧场版.终》，豆瓣评分高达9.2，不少观众看得痛哭流涕。我很少接触日本动漫及游戏，看前恶补了这部26年前就开始的动画片前史，看时仍旧是一头雾水，无法看懂，只好跳着看了头、肚、尾部分，放弃了。第二部《花束般的爱情》倒是生动好看，豆友们也是又笑又哭，打分高达8.7，可是这部“文青恋爱史”也让我感动不起来，青春期的热恋是通往人生第一件大事“婚姻”的基础，热恋的“欢娱”（出自苏东坡“洞房诗”）必然转化为以爱为基础的“责任”，这样才能完成“生育儿女”、“孝送老人”这人生第二、三件大事。片中女主只希求青春期热恋欢娱，而止步不前，实在是有些幼稚和让人难以理解。看来“代沟”及“国沟”无法逾越，也不必逾越。,3,还行,1911,1.0
"
                    2022-02-17 16:54:22
                ",明石,养猫怎么不封阳台,3,还行,3077,0.14485443989876512
"
                    2021-07-26 22:27:49
                ",蕗,已经到了看这种故事会觉得矫情的年纪了,3,还行,3015,0.851521096652209
"
                    2021-07-27 19:59:00
                ",☂fish,如果追的漫画没有完结该多好 如果喜欢的乐队没有解散该多好 如果那家常去的面包店没有关门该多好 我想我们的恋爱是不是就可以再久一点 拥有赏味期限的爱情令人伤心失落 为什么布能赢过石头 为什么现实能赢过所有喜欢和心动,5,力荐,3150,0.9999835737858315
"
                    2021-07-27 14:51:59
                ",又又,可能十年前（或者五年前）看这片的话会很有感触但是现在看真的毫无感觉了，世间大多数从一开始就非常美好的爱情都是这样的结局，也就见怪不怪了。以前我也觉得双方有相同的爱好很重要，但现在发现一点都不重要，重要的是对方愿意陪你去做你喜欢做的事，这就够了。毕竟，我也不想和我自己谈恋爱：（,3,还行,1425,0.9999983067677631
"
                    2022-02-22 22:07:53
                ",冰冰凉凉,看得出来，他们是在找其他人将就了，可就是偏偏不愿意和对方将就，刻骨铭心可见一斑。,4,推荐,1020,0.11275381671486029
