time,uname,comment,star,title,support,sentiment_score
"
                    2010-07-24 00:42:28
                ",大宸,我总觉得...形式这种东西不能玩得太过...,3,还行,127,0.5307034486394292
"
                    2012-01-16 07:35:17
                ",思阳,我完全服了Woody Allen，这个样的片子他都能想得出来，特效太他妈牛逼了，完全以假乱真啊。而且真喜欢他的喜剧，那么有程度有思想水平。,5,力荐,438,0.46453270419786497
"
                    2012-10-19 21:45:16
                ",有心打扰,1.改变他的不是公众对他的认可，而是因为一个女人的爱。人，往往是这样，难道不是？2.伪纪录片的形式显得惟妙惟肖，有趣。3.让自己的处境变得安全和不会犯错误的一个方法就是让自己变得跟其他人一样，但是这也让自己失去了个性，失去了自己。4.剧情一波6折，很给力啊。,4,推荐,255,0.9993111023234479
"
                    2010-11-01 18:01:06
                ",易老邪,《变色龙》也许不是伍迪艾伦最好的作品，但无疑是他最具艺术野心同时也是最被主流观众所冷落的一部佳作。,5,力荐,308,0.9999893781280559
"
                    2015-08-21 13:27:40
                ",甘草披萨,四星半，包含诸如默片、征兵广告的解说员语气、黑胶唱片似的音乐等各种元素的神奇传奇；不过从另一个角度来看更有意思：在美国某个人一心想变的与周围人一样，被看成是严重的病，一溜医生想方设法治愈你，窝们呢？和旁人不一样倒被当成“病人”了，千方百计奉劝你一定要一样噢，是为了你好噢,4,推荐,163,0.999997448590122
"
                    2012-04-14 20:30:44
                ",芦哲峰,伍式喜剧巅峰之作，伪纪录风格以假乱真，奥妙之处只可意会，观影体验如读博尔赫斯小说。,5,力荐,256,0.9889056482745806
"
                    2010-11-03 21:46:20
                ",刘小黛,运用二三十年代的电影素材和表现方式，Woody将他擅长的伪纪实手法运用到了极致。过量的电影技巧使得短短的影片成了一个电影杂技的表演场。,4,推荐,33,0.9998911225602117
"
                    2011-10-24 22:35:16
                ",托尼·王大拿,伍迪·艾伦用他对那个时代的熟悉与热爱和对这个世界的洞悉和解剖成就了这部奇妙的伪纪录片。,5,力荐,219,0.9999999007113859
"
                    2019-05-04 10:19:15
                ",冰红深蓝,伍迪·艾伦最佳之一。1.伪传记纪录片形式，做旧胶片、历史影像资料、访谈、搬演及煞有介事的画外音穿插混融，共同呈现出20世纪20-30年代的浮华与危机。2.节奏酣畅淋漓，笑料段子层出不穷，反讽针砭力道狠辣，70多分钟时间仿佛无所不包。3.Zelig的变色龙/changing man异能恰是对现当代社会人人饰演多角、在高速、高压和虚荣心的作用下失去真我的象喻，群众的猎奇、看客与道德审判心理以及媒体的包装与逐利亦在片中彰显得淋漓尽致。4.以病人来诊断时代的顽疾，无所适从、变化无常的人心一如上下颠倒式的飞行逃生。5.桑塔格与贝娄亦参与访谈，历史影像与虚构搬演通过剪辑与特效无缝结合，后启阿甘。6.这回，伍迪竟在高扬的结局中肯定了真爱的力量。7.为两对分裂人格连体婴治疗-可收8人治疗费；高级自慰课-若我不在那儿，他们自己就会开始的。（9.5/10）,5,力荐,143,1.0
"
                    2012-03-02 22:02:02
                ",巴喆,天才之作，无处不透露黑色讽刺的喜剧效果，大有马克吐温小说在电影上放映的感觉。实在惊叹伍迪的才华，这样的荒诞的伪纪录片风格，好玩好玩~~8.5,4,推荐,14,0.9999944207976071
"
                    2011-08-22 01:23:00
                ",煎饼菓子兔,很精巧的反类型纪录片。要说这是精心假造的人物传记，不如说是美国社会当时需求的斑驳倒影。泽力格把与环境融为一体看得太重，太害怕与众不同，把自身弄成了变色龙。你爱我像谁，扮演什么角色我都会。如他所说“如果你是精神病，你将无所不能。”但最后他终于在爱中找回了人格独立、实实在在的本我。,5,力荐,143,0.9999999993150699
"
                    2012-01-29 18:13:28
                ",胤祥,伍迪艾伦44部达成。应该是老头“最重要”的片儿？伪纪录片，很好玩。倒是从里头看出许多后来发酵成为[午夜巴黎]的小点子（比如嵌入历史的方式）。其实这个虚构的人物介入的30年代美国，大约也是某种“黄金年代”。不过看到苏珊·桑塔格和索尔贝娄还是吓了一跳……,5,力荐,127,0.9999999397470495
"
                    2012-11-18 09:49:18
                ",米粒,天才之作，看过的伍迪老头最棒的作品。极力推荐。“嘿，那就是20年代的美国。可是美国人什么时候变过呢？”,5,力荐,125,0.9995471633397495
"
                    2015-10-07 03:00:39
                ",火娃,9/10。虚拟艺术的真实感，使用老新闻电影素材、做旧的黑白照片和真实名人采访，第一和第三人称叙述不断交织，将严肃可信的资料与虚构夸张的奇人奇事混为一谈，喜剧效果呼之欲出；影片极力批叛了政治、娱乐谈资、社会团体从个体身上捞取名利的贪婪，从众效应的舆论暴力进一步剥夺了人的安全感和独立性。,5,力荐,85,0.9999999999530587
"
                    2012-02-01 21:38:13
                ",食菠萝,简直不知道伍迪艾伦脑子都装的什么！一个现代性人格的寓言，形式也很敢。索尔贝娄和苏珊桑塔格都是真人么震惊到了。。。,4,推荐,33,0.8829887997785745
