电影名,评分,地区,地址,发布日期,评论人数
俺爹俺娘,8.8,中国大陆,https://movie.douban.com/subject/2266113/,2003,9777
稻草人,9.3,美国,https://movie.douban.com/subject/1867778/,1920-12-22,7437
绑架课,8.6,美国,https://movie.douban.com/subject/1963067/,2007-06-29,37224
崂山道士,8.6,中国大陆,https://movie.douban.com/subject/1431688/,1981,19542
爱，牵手,8.7,巴西,https://movie.douban.com/subject/5941455/,2010-07-18,22507
午后的迷惘,8.8,美国,https://movie.douban.com/subject/1437390/,1943,16520
消失的松果,8.6,美国,https://movie.douban.com/subject/1464368/,2002-11-28,31092
洞穴,8.8,美国,https://movie.douban.com/subject/35211002/,2020-12-25,15561
阿凡提的故事之吝啬鬼,8.8,中国大陆,https://movie.douban.com/subject/1498594/,1985,8642
女主角,8.7,英国,https://movie.douban.com/subject/30287738/,2018-07-30,20477
11度青春之《老男孩》,8.4,中国大陆,https://movie.douban.com/subject/5344178/,2010-10-28,231481
ON YOUR MARK 吉卜力实验剧场,8.7,日本,https://movie.douban.com/subject/1432701/,1995-07-15,20174
颤栗,9.3,美国,https://movie.douban.com/subject/3266978/,1983-12-02,6949
超级无敌掌门狗：剃刀边缘,8.9,英国,https://movie.douban.com/subject/1296214/,1995-12-24,12213
肤色,8.5,美国,https://movie.douban.com/subject/27624787/,2018-08-14,50546
昼与夜,8.6,美国,https://movie.douban.com/subject/4718352/,2010-06-18,27852
真爱至上：红鼻子日特别集,8.6,英国,https://movie.douban.com/subject/26976235/,2017-03-24,27849
光杆乐队,8.5,美国,https://movie.douban.com/subject/1756584/,2005-08-06,47542
星际牛仔总集篇・蓝调混搭,9.6,日本,https://movie.douban.com/subject/26883616/,1998-06-26,5175
玩具王国,8.8,德国,https://movie.douban.com/subject/3436659/,2007-08-29,14261
熊的故事,8.5,智利,https://movie.douban.com/subject/26258767/,2014-05-07,19302
辅助轮,8.5,美国,https://movie.douban.com/subject/25750824/,2013-12-10,19130
水脑袋,8.4,中国大陆,https://movie.douban.com/subject/3814081/,2009-06-15,15380
今夕何夕,8.7,美国,https://movie.douban.com/subject/26316563/,2015-01-22,11498
罗小黑战记番外篇：小白的期末考试,9.1,中国大陆,https://movie.douban.com/subject/27602200/,2011-07-10,3626
驯龙高手：归家,8.6,美国,https://movie.douban.com/subject/34857400/,2019-12-03,14016
像素入侵,8.5,法国,https://movie.douban.com/subject/4751270/,2010-10-05,18117
不老骑士,9.1,中国台湾,https://movie.douban.com/subject/3406798/,2008,3610
鹿铃,8.9,中国大陆,https://movie.douban.com/subject/1886877/,1982,4580
小胖妞3,8.6,中国大陆,https://movie.douban.com/subject/6716372/,2011-07-15,7640
阿凡提的故事之偷东西的驴,8.7,中国大陆,https://movie.douban.com/subject/1498599/,1985,6217
大陆之所以漂移,8.7,美国,https://movie.douban.com/subject/5433231/,2010-12-25,11166
勇敢的兔八哥,8.8,美国,https://movie.douban.com/subject/2346826/,1942-07-11,9403
电风扇和花,8.6,美国,https://movie.douban.com/subject/1470732/,2005,13355
大歌唱家,8.6,匈牙利,https://movie.douban.com/subject/1966126/,2005-11-23,13350
功夫兔系列3：菜包狗大反击,8.8,中国大陆,https://movie.douban.com/subject/4166443/,2009,5079
兔耳袋狸,8.5,美国,https://movie.douban.com/subject/30183715/,2018-03-21,16688
罗尼和我,8.7,美国,https://movie.douban.com/subject/24751154/,2013,10720
