电影名,评分,地区,地址,发布日期,评论人数
哈利·波特与死亡圣器(下),9.0,美国,https://movie.douban.com/subject/3011235/,2011-08-04,868374
哈利·波特与阿兹卡班的囚徒,9.0,英国,https://movie.douban.com/subject/1291544/,2004-09-10,771111
哈利·波特与密室,8.9,英国,https://movie.douban.com/subject/1296996/,2003-01-24,798275
借东西的小人阿莉埃蒂,8.9,日本,https://movie.douban.com/subject/4202302/,2010-07-17,574898
萤火之森,8.9,日本,https://movie.douban.com/subject/5989818/,2011-09-17,560546
幽灵公主,8.9,日本,https://movie.douban.com/subject/1297359/,1997-07-12,542674
玩具总动员3,8.9,美国,https://movie.douban.com/subject/1858711/,2010-06-16,540441
风之谷,8.9,日本,https://movie.douban.com/subject/1291585/,1984-03-11,365187
绿里奇迹,8.9,美国,https://movie.douban.com/subject/1300374/,1999-12-10,347791
功夫,8.8,中国大陆,https://movie.douban.com/subject/1291543/,2004-12-23,1191553
倩女幽魂,8.8,中国香港,https://movie.douban.com/subject/1297447/,2011-04-30,761921
加勒比海盗,8.8,美国,https://movie.douban.com/subject/1298070/,2003-11-21,891610
驯龙高手,8.8,美国,https://movie.douban.com/subject/2353023/,2010-05-14,784480
时空恋旅人,8.8,英国,https://movie.douban.com/subject/10577869/,2013-09-04,707587
怪兽电力公司,8.8,美国,https://movie.douban.com/subject/1291579/,2001-11-02,702651
哈利·波特与火焰杯,8.8,英国,https://movie.douban.com/subject/1309055/,2005-11-18,696956
大鱼,8.8,美国,https://movie.douban.com/subject/1291545/,2003-12-04,586040
射雕英雄传之东成西就,8.7,中国香港,https://movie.douban.com/subject/1316510/,1993-02-05,662187
剪刀手爱德华,8.7,美国,https://movie.douban.com/subject/1292370/,1990-12-06,1062582
心灵奇旅,8.7,美国,https://movie.douban.com/subject/24733428/,2020-12-25,1027431
西力传,9.0,美国,https://movie.douban.com/subject/1293846/,1983-07-15,32020
小王子,8.4,法国,https://movie.douban.com/subject/20645098/,2015-10-16,333848
幸福的拉扎罗,8.5,意大利,https://movie.douban.com/subject/27072795/,2018-05-13,113529
星球大战前传3：西斯的反击,8.5,美国,https://movie.douban.com/subject/1309078/,2005-05-20,110416
小美人鱼,8.5,美国,https://movie.douban.com/subject/1293120/,1989-11-17,108095
鬼妈妈,8.4,美国,https://movie.douban.com/subject/1919245/,2009-02-06,200571
亚当斯一家,8.5,美国,https://movie.douban.com/subject/1293718/,1991-11-22,100002
西游记之大圣归来,8.3,中国大陆,https://movie.douban.com/subject/26277313/,2015-07-10,696730
鬼灭之刃 那田蜘蛛山篇,9.2,日本,https://movie.douban.com/subject/35231832/,2020-10-17,22791
辉夜姬物语,8.5,日本,https://movie.douban.com/subject/4099231/,2013-11-23,92227
复仇者联盟,8.3,美国,https://movie.douban.com/subject/1866479/,2012-05-05,668317
哈利·波特与混血王子,8.3,英国,https://movie.douban.com/subject/1433330/,2009-07-15,564324
太阳照常升起,8.3,中国大陆,https://movie.douban.com/subject/1766086/,2007-09-21,308262
查理和巧克力工厂,8.3,美国,https://movie.douban.com/subject/1309101/,2005-07-15,532464
僵尸新娘,8.3,美国,https://movie.douban.com/subject/1309060/,2005-09-07,381302
白雪公主和七个小矮人,8.4,美国,https://movie.douban.com/subject/1297756/,1937-12-21,129967
午夜巴黎,8.3,西班牙,https://movie.douban.com/subject/4319218/,2011-05-11,328772
夜访吸血鬼,8.3,美国,https://movie.douban.com/subject/1299327/,1994-11-11,288248
人鬼情未了,8.3,美国,https://movie.douban.com/subject/1293203/,1990-07-13,214401
星球大战3：绝地归来,8.4,美国,https://movie.douban.com/subject/1297151/,1983-05-25,99129
奇怪的她,8.3,韩国,https://movie.douban.com/subject/24879820/,2014-01-22,186517
柏林苍穹下,8.6,西德,https://movie.douban.com/subject/1292504/,1987-09-23,49665
凯尔经的秘密,8.5,爱尔兰,https://movie.douban.com/subject/3212221/,2009-02-08,64271
两生花,8.4,法国,https://movie.douban.com/subject/1291877/,1991-05-15,81164
第七封印,8.5,瑞典,https://movie.douban.com/subject/1293234/,1957-02-16,56509
现在去见你,8.3,韩国,https://movie.douban.com/subject/27018285/,2018-03-14,123433
仙履奇缘,8.4,美国,https://movie.douban.com/subject/1294461/,1950-03-04,72901
爱丽丝梦游仙境,8.7,美国,https://movie.douban.com/subject/1310178/,1951-07-26,34793
猫的报恩,8.2,日本,https://movie.douban.com/subject/1304970/,2002-07-19,223166
死者田园祭,8.9,日本,https://movie.douban.com/subject/1366165/,1974-12-28,25277
不能说的秘密,8.1,中国香港,https://movie.douban.com/subject/2124724/,2007-07-31,513458
复仇者联盟3：无限战争,8.1,美国,https://movie.douban.com/subject/24773958/,2018-05-11,789788
关于我和鬼变成家人的那件事,8.1,中国台湾,https://movie.douban.com/subject/35698284/,2022-11-17,399803
梦旅人,8.3,日本,https://movie.douban.com/subject/1301948/,1996-06-15,87395
流浪者之歌,9.1,意大利,https://movie.douban.com/subject/1303525/,1988-12-21,19293
正义联盟：闪点悖论,8.7,美国,https://movie.douban.com/subject/24718965/,2013-07-30,31138
魁拔之十万火急,8.2,中国大陆,https://movie.douban.com/subject/4812830/,2011-07-08,78070
木偶奇遇记,8.4,美国,https://movie.douban.com/subject/1292757/,1940-02-07,57899
回魂夜,8.1,中国香港,https://movie.douban.com/subject/1299765/,1995-07-06,248875
勇敢者的游戏,8.2,美国,https://movie.douban.com/subject/1294990/,1995-12-15,135439
