电影名,评分,地区,地址,发布日期,评论人数
肖申克的救赎,9.7,美国,https://movie.douban.com/subject/1292052/,1994-09-10,3001608
霸王别姬,9.6,中国大陆,https://movie.douban.com/subject/1291546/,1993-07-26,2217793
控方证人,9.6,美国,https://movie.douban.com/subject/1296141/,1957-12-17,603253
泰坦尼克号,9.5,美国,https://movie.douban.com/subject/1292722/,1998-04-03,2274346
阿甘正传,9.5,美国,https://movie.douban.com/subject/1292720/,1994-06-23,2236586
美丽人生,9.5,意大利,https://movie.douban.com/subject/1292063/,2020-01-03,1369567
辛德勒的名单,9.5,美国,https://movie.douban.com/subject/1295124/,1993-11-30,1157194
茶馆,9.6,中国大陆,https://movie.douban.com/subject/1461403/,1982,163253
这个杀手不太冷,9.4,法国,https://movie.douban.com/subject/1295644/,1994-09-14,2366706
千与千寻,9.4,日本,https://movie.douban.com/subject/1291561/,2019-06-21,2319910
盗梦空间,9.4,美国,https://movie.douban.com/subject/3541415/,2010-09-01,2140056
星际穿越,9.4,美国,https://movie.douban.com/subject/1889243/,2014-11-12,1935331
楚门的世界,9.4,美国,https://movie.douban.com/subject/1292064/,1998-06-05,1792401
忠犬八公的故事,9.4,美国,https://movie.douban.com/subject/3011091/,2009-06-13,1437802
熔炉,9.4,韩国,https://movie.douban.com/subject/5912992/,2011-09-22,962511
大闹天宫,9.4,中国大陆,https://movie.douban.com/subject/1418019/,1961,458312
背靠背，脸对脸,9.5,中国大陆,https://movie.douban.com/subject/1307856/,1994-09-10,145495
十二怒汉,9.4,美国,https://movie.douban.com/subject/1293182/,1957-04-10,515062
无间道,9.3,中国香港,https://movie.douban.com/subject/1307914/,2003-09-05,1420938
海上钢琴师,9.3,意大利,https://movie.douban.com/subject/1292001/,2019-11-15,1731217
天堂电影院,9.2,意大利,https://movie.douban.com/subject/1291828/,2021-06-11,697007
芙蓉镇,9.3,中国大陆,https://movie.douban.com/subject/1297880/,1987-03-05,153002
辩护人,9.2,韩国,https://movie.douban.com/subject/21937445/,2013-12-18,610174
穿条纹睡衣的男孩,9.2,英国,https://movie.douban.com/subject/3008247/,2008-08-28,589119
窃听风暴,9.2,德国,https://movie.douban.com/subject/1900841/,2006-03-23,584380
横空出世,9.4,中国大陆,https://movie.douban.com/subject/1464526/,1999-12-12,89992
美国往事,9.2,美国,https://movie.douban.com/subject/1292262/,1984-02-17,427233
小鞋子,9.2,伊朗,https://movie.douban.com/subject/1303021/,1997-02-01,425724
少年派的奇幻漂流,9.1,美国,https://movie.douban.com/subject/1929463/,2012-11-22,1390447
怦然心动,9.1,美国,https://movie.douban.com/subject/3319755/,2010-07-26,1894487
飞屋环游记,9.1,美国,https://movie.douban.com/subject/2129039/,2009-08-04,1375525
