"['9.5', '50']",1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2578474613.jpg,True,1292063,"['剧情', '喜剧', '爱情', '战争']",['意大利'],美丽人生,https://movie.douban.com/subject/1292063/,2020-01-03,29,1369546,9.5,"['罗伯托·贝尼尼', '尼可莱塔·布拉斯基', '乔治·坎塔里尼', '朱斯蒂诺·杜拉诺', '赛尔乔·比尼·布斯特里克', '玛丽萨·帕雷德斯', '霍斯特·布赫霍尔茨', '利迪娅·阿方西', '朱利亚娜·洛约迪切', '亚美利哥·丰塔尼', '彼得·德·席尔瓦', '弗朗西斯·古佐', '拉法埃拉·莱博罗尼', '克劳迪奥·阿方西', '吉尔·巴罗尼', '马西莫·比安奇', '恩尼奥·孔萨尔维', '吉安卡尔洛·科森蒂诺', '阿伦·克雷格', '汉尼斯·赫尔曼', '弗兰科·梅斯科利尼', '安东尼奥·普雷斯特', '吉娜·诺维勒', '理查德·塞梅尔', '安德烈提多娜', '迪尔克·范登贝格', '奥梅罗·安东努蒂', '沈晓谦', '张欣']",False
"['9.3', '50']",2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg,False,1291858,"['剧情', '喜剧']",['中国大陆'],鬼子来了,https://movie.douban.com/subject/1291858/,2000-05-12,30,651330,9.3,"['姜文', '香川照之', '袁丁', '姜宏波', '丛志军', '李丛喜', '泽田谦也', '李海滨', '蔡卫东', '陈述', '陈莲梅', '史建全', '陈强', '宫路佳具', '吴大维', '梶冈润一', '石山雄大', '述平', '姜武', '姜金才', '石山雄太', '山田将之', '贾幼然', '王义和', '杜世儒', '周海超', '白云生', '徐海东', '长野客弘', '鱼见亮介']",False
"['9.3', '50']",3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,True,6786002,"['剧情', '喜剧']",['法国'],触不可及,https://movie.douban.com/subject/6786002/,2011-11-02,22,1166750,9.3,"['弗朗索瓦·克鲁塞', '奥玛·希', '安娜·勒尼', '奥德雷·弗勒罗', '约瑟芬娜·德·摩', '克洛蒂尔德·莫莱特', '阿尔芭·贝露琪', '萨丽马特·卡马特', '托马·索利韦尔', '卡罗琳·伯格', '玛丽-洛尔·德库洛', '安托万·劳伦特', '弗朗索瓦·卡隆', '多米尼克·达吉尔', '本杰明·巴奇', '尼基·马伯特', '让-弗朗索瓦·凯雷', '艾米丽·卡恩', '多萝特博里埃', '皮埃尔-罗兰·巴纳隆', '海迪·布奇纳法', '弗朗索瓦·伯尔卢普']",False
"['9.3', '50']",4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,True,1294371,"['剧情', '喜剧', '爱情']",['美国'],摩登时代,https://movie.douban.com/subject/1294371/,1936-02-25,37,314527,9.3,"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', '蒂尼·桑福德', '切斯特·康克林', '汉克·曼', '斯坦利·布莱斯通', '阿尔·欧内斯特·加西亚', '理查德·亚历山大', '塞西尔·雷诺兹', '米拉·麦金尼', '默多克·麦夸里', '威尔弗雷德·卢卡斯', '爱德华·勒桑', '弗雷德·马拉泰斯塔', '萨米·斯坦', '特德·奥利弗', '诺曼·安斯利', '博比·巴伯', '海尼·康克林', '格洛丽亚·德黑文', '帕特·弗莱厄蒂', '弗兰克·哈格尼', '帕特·哈蒙', '劳埃德·英格拉哈姆', '沃尔特·詹姆斯', '爱德华·金博尔', '杰克·洛', '巴迪·梅辛杰', '布鲁斯·米切尔', '弗兰克·莫兰', '詹姆斯·C·莫顿', '路易·纳托', 'J·C·纽金特', '拉斯·鲍威尔', '约翰兰德', '哈里·威尔逊']",False
"['9.2', '45']",5,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,True,1292213,"['喜剧', '爱情', '奇幻', '古装']","['中国香港', '中国大陆']",大话西游之大圣娶亲,https://movie.douban.com/subject/1292213/,2014-10-24,17,1582960,9.2,"['周星驰', '吴孟达', '朱茵', '蔡少芬', '蓝洁瑛', '莫文蔚', '罗家英', '刘镇伟', '陆树铭', '李健仁', '吴珏瑾', '江约诚', '胡立成', '许敬义', '付博文', '侯艳', '金永钢']",False
"['9.2', '50']",6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614500649.jpg,True,25662329,"['喜剧', '动画', '冒险']",['美国'],疯狂动物城,https://movie.douban.com/subject/25662329/,2016-03-04,43,2027614,9.2,"['金妮弗·古德温', '杰森·贝特曼', '伊德里斯·艾尔巴', '珍妮·斯蕾特', '内特·托伦斯', '邦尼·亨特', '唐·雷克', '汤米·钟', 'J·K·西蒙斯', '奥克塔维亚·斯宾瑟', '艾伦·图代克', '夏奇拉', '雷蒙德·S·佩尔西', '德拉·萨巴', '莫里斯·拉马奇', '菲尔·约翰斯顿', '约翰·迪·马吉欧', '凯蒂·洛斯', '吉塔·雷迪', '杰西·科尔蒂', '汤米·利斯特', '乔希·达拉斯', '瑞奇·摩尔', '凯斯·索西', '彼得·曼斯布里奇', '拜伦·霍华德', '杰拉德·布什', '马克·史密斯', '乔西·特立尼达', '约翰·拉维尔', '克里斯汀·贝尔', '吉尔·科德斯', '梅利莎·古德温', '黄子华', '蔡依林', '容祖儿', '季冠霖', '戴维德·迪格斯', '佟心竹', '张震', '尼古拉斯·格斯特', '李楠', '四刀辉彰']",False
"['9.2', '50']",7,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg,True,3793023,"['剧情', '喜剧', '爱情', '歌舞']",['印度'],三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/,2011-12-08,13,1919538,9.2,"['阿米尔·汗', '卡琳娜·卡普尔', '马达范', '沙尔曼·乔希', '奥米·瓦依达', '博曼·伊拉尼', '莫娜·辛格', '拉杰夫·拉宾德拉纳特安', 'Atul Tiwari', '阿里·法扎勒', '帕里卡沙特.萨赫尼', 'Rakesh Sharma', '贾维德·杰弗里']",False
"['9.3', '50']",8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,True,1293908,"['喜剧', '剧情', '爱情']",['美国'],城市之光,https://movie.douban.com/subject/1293908/,1931-01-30,13,154184,9.3,"['查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李', '亨利·伯格曼', '珍·哈露', '哈里·克罗克', '阿尔·欧内斯特·加西亚', '汉克·曼', '哈利·迈耶斯', '约翰兰德', '罗伯特·帕里什', '罗伯特·格雷夫斯', '艾伯特·奥斯汀']",False
"['9.1', '45']",9,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg,True,3319755,"['剧情', '喜剧', '爱情']",['美国'],怦然心动,https://movie.douban.com/subject/3319755/,2010-07-26,32,1894458,9.1,"['玛德琳·卡罗尔', '卡兰·麦克奥利菲', '瑞贝卡·德·莫妮', '安东尼·爱德华兹', '约翰·马奥尼', '佩内洛普·安·米勒', '艾丹·奎因', '凯文·韦斯曼', '摩根·莉莉', '瑞安·克茨纳', '吉莉安·普法夫', '迈克尔·博萨', '博·勒纳', '杰奎琳·埃沃拉', '泰勒·格鲁秀斯', '艾莉·布莱恩特', '阿什莉·泰勒', '伊瑟尔·布罗萨德', '科迪·霍恩', '迈克尔·博尔顿', '肖恩·哈珀', '斯戴芬妮·斯考特', '帕特丽夏·伦茨', '马修·戈尔德', '阿罗拉·凯瑟琳·史密斯', '凯莉·唐纳利', '索菲亚·撒高', '米歇尔·梅斯默', '斯科特·乔尔·吉兹基', '罗德·迈尔斯', '卡拉 帕西托', '凯特琳·帕西托']",False
"['9.1', '45']",10,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505426431.jpg,True,20495023,"['喜剧', '动画', '奇幻', '音乐']",['美国'],寻梦环游记,https://movie.douban.com/subject/20495023/,2017-11-24,25,1760082,9.1,"['安东尼·冈萨雷斯', '盖尔·加西亚·贝纳尔', '本杰明·布拉特', '阿兰娜·乌巴赫', '芮妮·维克托', '杰米·卡米尔', '阿方索·阿雷奥', '赫伯特·西古恩萨', '加布里埃尔·伊格莱西亚斯', '隆巴多·博伊尔', '安娜·奥菲丽亚·莫吉亚', '娜塔丽·科尔多瓦', '赛琳娜·露娜', '爱德华·詹姆斯·奥莫斯', '索菲亚·伊斯皮诺萨', '卡拉·梅迪纳', '黛娅娜·欧特里', '路易斯·瓦尔德斯', '布兰卡·阿拉切利', '萨尔瓦多·雷耶斯', '切奇·马林', '奥克塔维·索利斯', '约翰·拉森贝格', '以利亚·罗德里格斯', '石桥阳彩']",False
